,criterion,max_depth,min_samples_leaf,score,model,Test_Accuracy,algorithm,leaf_size,n_neighbors,p,weights,C,dual,penalty
511,log_loss,12.0,2.0,0.7676419965576593,DecisionTreeClassifier,0.769747031491998,,,,,,,,
539,log_loss,14.0,10.0,0.7676419965576593,DecisionTreeClassifier,0.769747031491998,,,,,,,,
311,entropy,12.0,2.0,0.7676419965576593,DecisionTreeClassifier,0.769747031491998,,,,,,,,
339,entropy,14.0,10.0,0.7676419965576593,DecisionTreeClassifier,0.769747031491998,,,,,,,,
326,entropy,13.0,7.0,0.7676419965576591,DecisionTreeClassifier,0.769747031491998,,,,,,,,
526,log_loss,13.0,7.0,0.7676419965576591,DecisionTreeClassifier,0.769747031491998,,,,,,,,
359,entropy,16.0,10.0,0.7674698795180722,DecisionTreeClassifier,0.769747031491998,,,,,,,,
559,log_loss,16.0,10.0,0.7674698795180722,DecisionTreeClassifier,0.769747031491998,,,,,,,,
138,gini,14.0,9.0,0.7674698795180722,DecisionTreeClassifier,0.769747031491998,,,,,,,,
159,gini,16.0,10.0,0.7672977624784855,DecisionTreeClassifier,0.769747031491998,,,,,,,,
126,gini,13.0,7.0,0.7672977624784854,DecisionTreeClassifier,0.769747031491998,,,,,,,,
139,gini,14.0,10.0,0.7672977624784854,DecisionTreeClassifier,0.769747031491998,,,,,,,,
321,entropy,13.0,2.0,0.7669535283993116,DecisionTreeClassifier,0.769747031491998,,,,,,,,
521,log_loss,13.0,2.0,0.7669535283993116,DecisionTreeClassifier,0.769747031491998,,,,,,,,
149,gini,15.0,10.0,0.7669535283993116,DecisionTreeClassifier,0.769747031491998,,,,,,,,
119,gini,12.0,10.0,0.7669535283993115,DecisionTreeClassifier,0.769747031491998,,,,,,,,
579,log_loss,18.0,10.0,0.7669535283993114,DecisionTreeClassifier,0.769747031491998,,,,,,,,
379,entropy,18.0,10.0,0.7669535283993114,DecisionTreeClassifier,0.769747031491998,,,,,,,,
589,log_loss,19.0,10.0,0.7667814113597247,DecisionTreeClassifier,0.769747031491998,,,,,,,,
199,gini,20.0,10.0,0.7667814113597247,DecisionTreeClassifier,0.769747031491998,,,,,,,,
389,entropy,19.0,10.0,0.7667814113597247,DecisionTreeClassifier,0.769747031491998,,,,,,,,
198,gini,20.0,9.0,0.7667814113597247,DecisionTreeClassifier,0.769747031491998,,,,,,,,
189,gini,19.0,10.0,0.7667814113597247,DecisionTreeClassifier,0.769747031491998,,,,,,,,
112,gini,12.0,3.0,0.7667814113597246,DecisionTreeClassifier,0.769747031491998,,,,,,,,
324,entropy,13.0,5.0,0.7666092943201377,DecisionTreeClassifier,0.769747031491998,,,,,,,,
317,entropy,12.0,8.0,0.7666092943201377,DecisionTreeClassifier,0.769747031491998,,,,,,,,
169,gini,17.0,10.0,0.7666092943201377,DecisionTreeClassifier,0.769747031491998,,,,,,,,
517,log_loss,12.0,8.0,0.7666092943201377,DecisionTreeClassifier,0.769747031491998,,,,,,,,
524,log_loss,13.0,5.0,0.7666092943201377,DecisionTreeClassifier,0.769747031491998,,,,,,,,
111,gini,12.0,2.0,0.7666092943201377,DecisionTreeClassifier,0.769747031491998,,,,,,,,
128,gini,13.0,9.0,0.7664371772805507,DecisionTreeClassifier,0.769747031491998,,,,,,,,
117,gini,12.0,8.0,0.7664371772805507,DecisionTreeClassifier,0.769747031491998,,,,,,,,
348,entropy,15.0,9.0,0.7662650602409639,DecisionTreeClassifier,0.769747031491998,,,,,,,,
548,log_loss,15.0,9.0,0.7662650602409639,DecisionTreeClassifier,0.769747031491998,,,,,,,,
168,gini,17.0,9.0,0.7662650602409637,DecisionTreeClassifier,0.769747031491998,,,,,,,,
137,gini,14.0,8.0,0.766092943201377,DecisionTreeClassifier,0.769747031491998,,,,,,,,
118,gini,12.0,9.0,0.766092943201377,DecisionTreeClassifier,0.769747031491998,,,,,,,,
178,gini,18.0,9.0,0.76592082616179,DecisionTreeClassifier,0.769747031491998,,,,,,,,
179,gini,18.0,10.0,0.76592082616179,DecisionTreeClassifier,0.769747031491998,,,,,,,,
125,gini,13.0,6.0,0.7659208261617898,DecisionTreeClassifier,0.769747031491998,,,,,,,,
188,gini,19.0,9.0,0.7657487091222032,DecisionTreeClassifier,0.769747031491998,,,,,,,,
522,log_loss,13.0,3.0,0.7657487091222032,DecisionTreeClassifier,0.769747031491998,,,,,,,,
322,entropy,13.0,3.0,0.7657487091222032,DecisionTreeClassifier,0.769747031491998,,,,,,,,
158,gini,16.0,9.0,0.7655765920826162,DecisionTreeClassifier,0.769747031491998,,,,,,,,
167,gini,17.0,8.0,0.7655765920826162,DecisionTreeClassifier,0.769747031491998,,,,,,,,
197,gini,20.0,8.0,0.7654044750430293,DecisionTreeClassifier,0.769747031491998,,,,,,,,
124,gini,13.0,5.0,0.7654044750430293,DecisionTreeClassifier,0.769747031491998,,,,,,,,
135,gini,14.0,6.0,0.7652323580034424,DecisionTreeClassifier,0.769747031491998,,,,,,,,
148,gini,15.0,9.0,0.7650602409638554,DecisionTreeClassifier,0.769747031491998,,,,,,,,
122,gini,13.0,3.0,0.7648881239242684,DecisionTreeClassifier,0.769747031491998,,,,,,,,
398,entropy,20.0,9.0,0.7648881239242684,DecisionTreeClassifier,0.769747031491998,,,,,,,,
598,log_loss,20.0,9.0,0.7648881239242684,DecisionTreeClassifier,0.769747031491998,,,,,,,,
187,gini,19.0,8.0,0.7647160068846816,DecisionTreeClassifier,0.769747031491998,,,,,,,,
147,gini,15.0,8.0,0.7647160068846814,DecisionTreeClassifier,0.769747031491998,,,,,,,,
335,entropy,14.0,6.0,0.7638554216867469,DecisionTreeClassifier,0.769747031491998,,,,,,,,
568,log_loss,17.0,9.0,0.7638554216867469,DecisionTreeClassifier,0.769747031491998,,,,,,,,
177,gini,18.0,8.0,0.7638554216867469,DecisionTreeClassifier,0.769747031491998,,,,,,,,
535,log_loss,14.0,6.0,0.7638554216867469,DecisionTreeClassifier,0.769747031491998,,,,,,,,
368,entropy,17.0,9.0,0.7638554216867469,DecisionTreeClassifier,0.769747031491998,,,,,,,,
510,log_loss,12.0,1.0,0.76368330464716,DecisionTreeClassifier,0.769747031491998,,,,,,,,
538,log_loss,14.0,9.0,0.76368330464716,DecisionTreeClassifier,0.769747031491998,,,,,,,,
100,gini,11.0,1.0,0.76368330464716,DecisionTreeClassifier,0.769747031491998,,,,,,,,
116,gini,12.0,7.0,0.76368330464716,DecisionTreeClassifier,0.769747031491998,,,,,,,,
310,entropy,12.0,1.0,0.76368330464716,DecisionTreeClassifier,0.769747031491998,,,,,,,,
338,entropy,14.0,9.0,0.76368330464716,DecisionTreeClassifier,0.769747031491998,,,,,,,,
500,log_loss,11.0,1.0,0.7635111876075732,DecisionTreeClassifier,0.769747031491998,,,,,,,,
300,entropy,11.0,1.0,0.7635111876075732,DecisionTreeClassifier,0.769747031491998,,,,,,,,
157,gini,16.0,8.0,0.7635111876075731,DecisionTreeClassifier,0.769747031491998,,,,,,,,
133,gini,14.0,4.0,0.7624784853700517,DecisionTreeClassifier,0.769747031491998,,,,,,,,
136,gini,14.0,7.0,0.7623063683304647,DecisionTreeClassifier,0.769747031491998,,,,,,,,
334,entropy,14.0,5.0,0.7621342512908778,DecisionTreeClassifier,0.769747031491998,,,,,,,,
534,log_loss,14.0,5.0,0.7621342512908778,DecisionTreeClassifier,0.769747031491998,,,,,,,,
537,log_loss,14.0,8.0,0.7619621342512909,DecisionTreeClassifier,0.769747031491998,,,,,,,,
337,entropy,14.0,8.0,0.7619621342512909,DecisionTreeClassifier,0.769747031491998,,,,,,,,
531,log_loss,14.0,2.0,0.7617900172117039,DecisionTreeClassifier,0.769747031491998,,,,,,,,
331,entropy,14.0,2.0,0.7617900172117039,DecisionTreeClassifier,0.769747031491998,,,,,,,,
558,log_loss,16.0,9.0,0.7616179001721172,DecisionTreeClassifier,0.769747031491998,,,,,,,,
358,entropy,16.0,9.0,0.7616179001721172,DecisionTreeClassifier,0.769747031491998,,,,,,,,
588,log_loss,19.0,9.0,0.7614457831325302,DecisionTreeClassifier,0.769747031491998,,,,,,,,
388,entropy,19.0,9.0,0.7614457831325302,DecisionTreeClassifier,0.769747031491998,,,,,,,,
533,log_loss,14.0,4.0,0.7612736660929432,DecisionTreeClassifier,0.769747031491998,,,,,,,,
347,entropy,15.0,8.0,0.7612736660929432,DecisionTreeClassifier,0.769747031491998,,,,,,,,
333,entropy,14.0,4.0,0.7612736660929432,DecisionTreeClassifier,0.769747031491998,,,,,,,,
345,entropy,15.0,6.0,0.7612736660929432,DecisionTreeClassifier,0.769747031491998,,,,,,,,
547,log_loss,15.0,8.0,0.7612736660929432,DecisionTreeClassifier,0.769747031491998,,,,,,,,
545,log_loss,15.0,6.0,0.7612736660929432,DecisionTreeClassifier,0.769747031491998,,,,,,,,
578,log_loss,18.0,9.0,0.7611015490533564,DecisionTreeClassifier,0.769747031491998,,,,,,,,
378,entropy,18.0,9.0,0.7611015490533564,DecisionTreeClassifier,0.769747031491998,,,,,,,,
332,entropy,14.0,3.0,0.7611015490533563,DecisionTreeClassifier,0.769747031491998,,,,,,,,
532,log_loss,14.0,3.0,0.7611015490533563,DecisionTreeClassifier,0.769747031491998,,,,,,,,
536,log_loss,14.0,7.0,0.7609294320137693,DecisionTreeClassifier,0.769747031491998,,,,,,,,
121,gini,13.0,2.0,0.7609294320137693,DecisionTreeClassifier,0.769747031491998,,,,,,,,
336,entropy,14.0,7.0,0.7609294320137693,DecisionTreeClassifier,0.769747031491998,,,,,,,,
346,entropy,15.0,7.0,0.7609294320137693,DecisionTreeClassifier,0.769747031491998,,,,,,,,
546,log_loss,15.0,7.0,0.7609294320137693,DecisionTreeClassifier,0.769747031491998,,,,,,,,
196,gini,20.0,7.0,0.7609294320137693,DecisionTreeClassifier,0.769747031491998,,,,,,,,
146,gini,15.0,7.0,0.7607573149741824,DecisionTreeClassifier,0.769747031491998,,,,,,,,
110,gini,12.0,1.0,0.7607573149741824,DecisionTreeClassifier,0.769747031491998,,,,,,,,
120,gini,13.0,1.0,0.7605851979345954,DecisionTreeClassifier,0.769747031491998,,,,,,,,
166,gini,17.0,7.0,0.7602409638554217,DecisionTreeClassifier,0.769747031491998,,,,,,,,
186,gini,19.0,7.0,0.759896729776248,DecisionTreeClassifier,0.769747031491998,,,,,,,,
134,gini,14.0,5.0,0.759724612736661,DecisionTreeClassifier,0.769747031491998,,,,,,,,
156,gini,16.0,7.0,0.7597246127366609,DecisionTreeClassifier,0.769747031491998,,,,,,,,
176,gini,18.0,7.0,0.7597246127366609,DecisionTreeClassifier,0.769747031491998,,,,,,,,
367,entropy,17.0,8.0,0.7595524956970741,DecisionTreeClassifier,0.769747031491998,,,,,,,,
567,log_loss,17.0,8.0,0.7595524956970741,DecisionTreeClassifier,0.769747031491998,,,,,,,,
520,log_loss,13.0,1.0,0.7593803786574871,DecisionTreeClassifier,0.769747031491998,,,,,,,,
355,entropy,16.0,6.0,0.7593803786574871,DecisionTreeClassifier,0.769747031491998,,,,,,,,
320,entropy,13.0,1.0,0.7593803786574871,DecisionTreeClassifier,0.769747031491998,,,,,,,,
555,log_loss,16.0,6.0,0.7593803786574871,DecisionTreeClassifier,0.769747031491998,,,,,,,,
145,gini,15.0,6.0,0.7592082616179001,DecisionTreeClassifier,0.769747031491998,,,,,,,,
155,gini,16.0,6.0,0.7590361445783134,DecisionTreeClassifier,0.769747031491998,,,,,,,,
397,entropy,20.0,8.0,0.7588640275387264,DecisionTreeClassifier,0.769747031491998,,,,,,,,
597,log_loss,20.0,8.0,0.7588640275387264,DecisionTreeClassifier,0.769747031491998,,,,,,,,
195,gini,20.0,6.0,0.7586919104991394,DecisionTreeClassifier,0.769747031491998,,,,,,,,
543,log_loss,15.0,4.0,0.7585197934595524,DecisionTreeClassifier,0.769747031491998,,,,,,,,
343,entropy,15.0,4.0,0.7585197934595524,DecisionTreeClassifier,0.769747031491998,,,,,,,,
565,log_loss,17.0,6.0,0.7581755593803786,DecisionTreeClassifier,0.769747031491998,,,,,,,,
365,entropy,17.0,6.0,0.7581755593803786,DecisionTreeClassifier,0.769747031491998,,,,,,,,
165,gini,17.0,6.0,0.7578313253012048,DecisionTreeClassifier,0.769747031491998,,,,,,,,
357,entropy,16.0,8.0,0.7576592082616179,DecisionTreeClassifier,0.769747031491998,,,,,,,,
557,log_loss,16.0,8.0,0.7576592082616179,DecisionTreeClassifier,0.769747031491998,,,,,,,,
132,gini,14.0,3.0,0.7576592082616178,DecisionTreeClassifier,0.769747031491998,,,,,,,,
366,entropy,17.0,7.0,0.757487091222031,DecisionTreeClassifier,0.769747031491998,,,,,,,,
185,gini,19.0,6.0,0.757487091222031,DecisionTreeClassifier,0.769747031491998,,,,,,,,
566,log_loss,17.0,7.0,0.757487091222031,DecisionTreeClassifier,0.769747031491998,,,,,,,,
385,entropy,19.0,6.0,0.7569707401032704,DecisionTreeClassifier,0.769747031491998,,,,,,,,
585,log_loss,19.0,6.0,0.7569707401032704,DecisionTreeClassifier,0.769747031491998,,,,,,,,
577,log_loss,18.0,8.0,0.7567986230636834,DecisionTreeClassifier,0.769747031491998,,,,,,,,
377,entropy,18.0,8.0,0.7567986230636834,DecisionTreeClassifier,0.769747031491998,,,,,,,,
554,log_loss,16.0,5.0,0.7566265060240964,DecisionTreeClassifier,0.769747031491998,,,,,,,,
354,entropy,16.0,5.0,0.7566265060240964,DecisionTreeClassifier,0.769747031491998,,,,,,,,
587,log_loss,19.0,8.0,0.7564543889845095,DecisionTreeClassifier,0.769747031491998,,,,,,,,
387,entropy,19.0,8.0,0.7564543889845095,DecisionTreeClassifier,0.769747031491998,,,,,,,,
544,log_loss,15.0,5.0,0.7561101549053356,DecisionTreeClassifier,0.769747031491998,,,,,,,,
344,entropy,15.0,5.0,0.7561101549053356,DecisionTreeClassifier,0.769747031491998,,,,,,,,
375,entropy,18.0,6.0,0.7559380378657486,DecisionTreeClassifier,0.769747031491998,,,,,,,,
575,log_loss,18.0,6.0,0.7559380378657486,DecisionTreeClassifier,0.769747031491998,,,,,,,,
175,gini,18.0,6.0,0.7559380378657486,DecisionTreeClassifier,0.769747031491998,,,,,,,,
356,entropy,16.0,7.0,0.7555938037865748,DecisionTreeClassifier,0.769747031491998,,,,,,,,
556,log_loss,16.0,7.0,0.7555938037865748,DecisionTreeClassifier,0.769747031491998,,,,,,,,
541,log_loss,15.0,2.0,0.7554216867469881,DecisionTreeClassifier,0.769747031491998,,,,,,,,
341,entropy,15.0,2.0,0.7554216867469881,DecisionTreeClassifier,0.769747031491998,,,,,,,,
131,gini,14.0,2.0,0.755421686746988,DecisionTreeClassifier,0.769747031491998,,,,,,,,
194,gini,20.0,5.0,0.755421686746988,DecisionTreeClassifier,0.769747031491998,,,,,,,,
144,gini,15.0,5.0,0.755421686746988,DecisionTreeClassifier,0.769747031491998,,,,,,,,
154,gini,16.0,5.0,0.7550774526678141,DecisionTreeClassifier,0.769747031491998,,,,,,,,
395,entropy,20.0,6.0,0.7547332185886403,DecisionTreeClassifier,0.769747031491998,,,,,,,,
595,log_loss,20.0,6.0,0.7547332185886403,DecisionTreeClassifier,0.769747031491998,,,,,,,,
586,log_loss,19.0,7.0,0.7547332185886402,DecisionTreeClassifier,0.769747031491998,,,,,,,,
386,entropy,19.0,7.0,0.7547332185886402,DecisionTreeClassifier,0.769747031491998,,,,,,,,
530,log_loss,14.0,1.0,0.7545611015490534,DecisionTreeClassifier,0.769747031491998,,,,,,,,
330,entropy,14.0,1.0,0.7545611015490534,DecisionTreeClassifier,0.769747031491998,,,,,,,,
342,entropy,15.0,3.0,0.7543889845094665,DecisionTreeClassifier,0.769747031491998,,,,,,,,
542,log_loss,15.0,3.0,0.7543889845094665,DecisionTreeClassifier,0.769747031491998,,,,,,,,
596,log_loss,20.0,7.0,0.7543889845094663,DecisionTreeClassifier,0.769747031491998,,,,,,,,
396,entropy,20.0,7.0,0.7543889845094663,DecisionTreeClassifier,0.769747031491998,,,,,,,,
174,gini,18.0,5.0,0.7542168674698796,DecisionTreeClassifier,0.769747031491998,,,,,,,,
164,gini,17.0,5.0,0.7540447504302925,DecisionTreeClassifier,0.769747031491998,,,,,,,,
184,gini,19.0,5.0,0.7535283993115318,DecisionTreeClassifier,0.769747031491998,,,,,,,,
553,log_loss,16.0,4.0,0.7533562822719448,DecisionTreeClassifier,0.769747031491998,,,,,,,,
353,entropy,16.0,4.0,0.7533562822719448,DecisionTreeClassifier,0.769747031491998,,,,,,,,
153,gini,16.0,4.0,0.7533562822719448,DecisionTreeClassifier,0.769747031491998,,,,,,,,
376,entropy,18.0,7.0,0.7524956970740103,DecisionTreeClassifier,0.769747031491998,,,,,,,,
576,log_loss,18.0,7.0,0.7524956970740103,DecisionTreeClassifier,0.769747031491998,,,,,,,,
143,gini,15.0,4.0,0.7518072289156625,DecisionTreeClassifier,0.769747031491998,,,,,,,,
574,log_loss,18.0,5.0,0.7512908777969018,DecisionTreeClassifier,0.769747031491998,,,,,,,,
374,entropy,18.0,5.0,0.7512908777969018,DecisionTreeClassifier,0.769747031491998,,,,,,,,
393,entropy,20.0,4.0,0.750946643717728,DecisionTreeClassifier,0.769747031491998,,,,,,,,
593,log_loss,20.0,4.0,0.750946643717728,DecisionTreeClassifier,0.769747031491998,,,,,,,,
363,entropy,17.0,4.0,0.7506024096385542,DecisionTreeClassifier,0.769747031491998,,,,,,,,
563,log_loss,17.0,4.0,0.7506024096385542,DecisionTreeClassifier,0.769747031491998,,,,,,,,
573,log_loss,18.0,4.0,0.7504302925989673,DecisionTreeClassifier,0.769747031491998,,,,,,,,
373,entropy,18.0,4.0,0.7504302925989673,DecisionTreeClassifier,0.769747031491998,,,,,,,,
383,entropy,19.0,4.0,0.7502581755593803,DecisionTreeClassifier,0.769747031491998,,,,,,,,
583,log_loss,19.0,4.0,0.7502581755593803,DecisionTreeClassifier,0.769747031491998,,,,,,,,
163,gini,17.0,4.0,0.7500860585197935,DecisionTreeClassifier,0.769747031491998,,,,,,,,
130,gini,14.0,1.0,0.7499139414802065,DecisionTreeClassifier,0.769747031491998,,,,,,,,
173,gini,18.0,4.0,0.7499139414802065,DecisionTreeClassifier,0.769747031491998,,,,,,,,
561,log_loss,17.0,2.0,0.7497418244406197,DecisionTreeClassifier,0.769747031491998,,,,,,,,
183,gini,19.0,4.0,0.7497418244406197,DecisionTreeClassifier,0.769747031491998,,,,,,,,
361,entropy,17.0,2.0,0.7497418244406197,DecisionTreeClassifier,0.769747031491998,,,,,,,,
540,log_loss,15.0,1.0,0.7490533562822719,DecisionTreeClassifier,0.769747031491998,,,,,,,,
584,log_loss,19.0,5.0,0.7490533562822719,DecisionTreeClassifier,0.769747031491998,,,,,,,,
564,log_loss,17.0,5.0,0.7490533562822719,DecisionTreeClassifier,0.769747031491998,,,,,,,,
193,gini,20.0,4.0,0.7490533562822719,DecisionTreeClassifier,0.769747031491998,,,,,,,,
142,gini,15.0,3.0,0.7490533562822719,DecisionTreeClassifier,0.769747031491998,,,,,,,,
340,entropy,15.0,1.0,0.7490533562822719,DecisionTreeClassifier,0.769747031491998,,,,,,,,
384,entropy,19.0,5.0,0.7490533562822719,DecisionTreeClassifier,0.769747031491998,,,,,,,,
364,entropy,17.0,5.0,0.7490533562822719,DecisionTreeClassifier,0.769747031491998,,,,,,,,
551,log_loss,16.0,2.0,0.748881239242685,DecisionTreeClassifier,0.769747031491998,,,,,,,,
351,entropy,16.0,2.0,0.748881239242685,DecisionTreeClassifier,0.769747031491998,,,,,,,,
152,gini,16.0,3.0,0.7481927710843375,DecisionTreeClassifier,0.769747031491998,,,,,,,,
352,entropy,16.0,3.0,0.7481927710843373,DecisionTreeClassifier,0.769747031491998,,,,,,,,
552,log_loss,16.0,3.0,0.7481927710843373,DecisionTreeClassifier,0.769747031491998,,,,,,,,
394,entropy,20.0,5.0,0.7480206540447504,DecisionTreeClassifier,0.769747031491998,,,,,,,,
594,log_loss,20.0,5.0,0.7480206540447504,DecisionTreeClassifier,0.769747031491998,,,,,,,,
571,log_loss,18.0,2.0,0.7475043029259897,DecisionTreeClassifier,0.769747031491998,,,,,,,,
371,entropy,18.0,2.0,0.7475043029259897,DecisionTreeClassifier,0.769747031491998,,,,,,,,
141,gini,15.0,2.0,0.7475043029259896,DecisionTreeClassifier,0.769747031491998,,,,,,,,
151,gini,16.0,2.0,0.7471600688468157,DecisionTreeClassifier,0.769747031491998,,,,,,,,
581,log_loss,19.0,2.0,0.746815834767642,DecisionTreeClassifier,0.769747031491998,,,,,,,,
381,entropy,19.0,2.0,0.746815834767642,DecisionTreeClassifier,0.769747031491998,,,,,,,,
350,entropy,16.0,1.0,0.7461273666092944,DecisionTreeClassifier,0.769747031491998,,,,,,,,
550,log_loss,16.0,1.0,0.7461273666092944,DecisionTreeClassifier,0.769747031491998,,,,,,,,
391,entropy,20.0,2.0,0.7459552495697074,DecisionTreeClassifier,0.769747031491998,,,,,,,,
591,log_loss,20.0,2.0,0.7459552495697074,DecisionTreeClassifier,0.769747031491998,,,,,,,,
560,log_loss,17.0,1.0,0.7445783132530119,DecisionTreeClassifier,0.769747031491998,,,,,,,,
360,entropy,17.0,1.0,0.7445783132530119,DecisionTreeClassifier,0.769747031491998,,,,,,,,
182,gini,19.0,3.0,0.7438898450946644,DecisionTreeClassifier,0.769747031491998,,,,,,,,
162,gini,17.0,3.0,0.7437177280550775,DecisionTreeClassifier,0.769747031491998,,,,,,,,
171,gini,18.0,2.0,0.7435456110154905,DecisionTreeClassifier,0.769747031491998,,,,,,,,
191,gini,20.0,2.0,0.7433734939759036,DecisionTreeClassifier,0.769747031491998,,,,,,,,
150,gini,16.0,1.0,0.7428571428571429,DecisionTreeClassifier,0.769747031491998,,,,,,,,
161,gini,17.0,2.0,0.7428571428571429,DecisionTreeClassifier,0.769747031491998,,,,,,,,
140,gini,15.0,1.0,0.7426850258175559,DecisionTreeClassifier,0.769747031491998,,,,,,,,
192,gini,20.0,3.0,0.7426850258175559,DecisionTreeClassifier,0.769747031491998,,,,,,,,
172,gini,18.0,3.0,0.7421686746987952,DecisionTreeClassifier,0.769747031491998,,,,,,,,
181,gini,19.0,2.0,0.7411359724612736,DecisionTreeClassifier,0.769747031491998,,,,,,,,
372,entropy,18.0,3.0,0.7407917383820999,DecisionTreeClassifier,0.769747031491998,,,,,,,,
572,log_loss,18.0,3.0,0.7407917383820999,DecisionTreeClassifier,0.769747031491998,,,,,,,,
390,entropy,20.0,1.0,0.7407917383820998,DecisionTreeClassifier,0.769747031491998,,,,,,,,
590,log_loss,20.0,1.0,0.7407917383820998,DecisionTreeClassifier,0.769747031491998,,,,,,,,
392,entropy,20.0,3.0,0.7406196213425129,DecisionTreeClassifier,0.769747031491998,,,,,,,,
592,log_loss,20.0,3.0,0.7406196213425129,DecisionTreeClassifier,0.769747031491998,,,,,,,,
382,entropy,19.0,3.0,0.7390705679862306,DecisionTreeClassifier,0.769747031491998,,,,,,,,
582,log_loss,19.0,3.0,0.7390705679862306,DecisionTreeClassifier,0.769747031491998,,,,,,,,
362,entropy,17.0,3.0,0.7380378657487091,DecisionTreeClassifier,0.769747031491998,,,,,,,,
562,log_loss,17.0,3.0,0.7380378657487091,DecisionTreeClassifier,0.769747031491998,,,,,,,,
570,log_loss,18.0,1.0,0.7370051635111876,DecisionTreeClassifier,0.769747031491998,,,,,,,,
370,entropy,18.0,1.0,0.7370051635111876,DecisionTreeClassifier,0.769747031491998,,,,,,,,
21,gini,3.0,2.0,0.7364888123924269,DecisionTreeClassifier,0.769747031491998,,,,,,,,
25,gini,3.0,6.0,0.7364888123924269,DecisionTreeClassifier,0.769747031491998,,,,,,,,
26,gini,3.0,7.0,0.7364888123924269,DecisionTreeClassifier,0.769747031491998,,,,,,,,
27,gini,3.0,8.0,0.7364888123924269,DecisionTreeClassifier,0.769747031491998,,,,,,,,
28,gini,3.0,9.0,0.7364888123924269,DecisionTreeClassifier,0.769747031491998,,,,,,,,
29,gini,3.0,10.0,0.7364888123924269,DecisionTreeClassifier,0.769747031491998,,,,,,,,
24,gini,3.0,5.0,0.7364888123924269,DecisionTreeClassifier,0.769747031491998,,,,,,,,
20,gini,3.0,1.0,0.7364888123924269,DecisionTreeClassifier,0.769747031491998,,,,,,,,
