,criterion,max_depth,min_samples_leaf,score,model,Test_Accuracy,algorithm,leaf_size,n_neighbors,p,weights,C,dual,penalty
10207,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,4.0,16.0,4.0,distance,,,
2713,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,17.0,20.0,1.0,distance,,,
18661,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,27.0,13.0,3.0,distance,,,
15637,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,8.0,15.0,3.0,distance,,,
2073,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,13.0,20.0,1.0,distance,,,
9551,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,30.0,14.0,4.0,distance,,,
10179,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,4.0,13.0,2.0,distance,,,
1342,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,9.0,8.0,4.0,uniform,,,
2697,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,17.0,18.0,1.0,distance,,,
9867,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,2.0,14.0,2.0,distance,,,
6359,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,10.0,15.0,4.0,distance,,,
14661,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,2.0,13.0,3.0,distance,,,
2519,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,16.0,15.0,4.0,distance,,,
14677,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,2.0,15.0,3.0,distance,,,
7159,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,15.0,15.0,4.0,distance,,,
18981,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,29.0,13.0,3.0,distance,,,
2523,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,16.0,16.0,2.0,distance,,,
6999,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,14.0,15.0,4.0,distance,,,
15141,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,5.0,13.0,3.0,distance,,,
6387,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,10.0,19.0,2.0,distance,,,
6707,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,12.0,19.0,2.0,distance,,,
15157,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,5.0,15.0,3.0,distance,,,
6227,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,9.0,19.0,2.0,distance,,,
16058,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,11.0,8.0,2.0,uniform,,,
16218,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,12.0,8.0,2.0,uniform,,,
1753,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,11.0,20.0,1.0,distance,,,
2057,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,13.0,18.0,1.0,distance,,,
6547,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,11.0,19.0,2.0,distance,,,
2039,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,13.0,15.0,4.0,distance,,,
10019,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,3.0,13.0,2.0,distance,,,
10191,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,4.0,14.0,4.0,distance,,,
2679,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,17.0,15.0,4.0,distance,,,
2043,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,13.0,16.0,2.0,distance,,,
17877,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,22.0,15.0,3.0,distance,,,
2683,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,17.0,16.0,2.0,distance,,,
16101,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,11.0,13.0,3.0,distance,,,
9707,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,1.0,14.0,2.0,distance,,,
6494,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,11.0,12.0,4.0,uniform,,,
6519,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,11.0,15.0,4.0,distance,,,
15317,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,6.0,15.0,3.0,distance,,,
2217,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,14.0,18.0,1.0,distance,,,
15738,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,9.0,8.0,2.0,uniform,,,
15418,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,7.0,8.0,2.0,uniform,,,
2537,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,16.0,18.0,1.0,distance,,,
15477,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,7.0,15.0,3.0,distance,,,
14837,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,3.0,15.0,3.0,distance,,,
10302,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,5.0,8.0,4.0,uniform,,,
18938,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,29.0,8.0,2.0,uniform,,,
15621,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,8.0,13.0,3.0,distance,,,
1879,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,12.0,15.0,4.0,distance,,,
9725,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,1.0,16.0,3.0,distance,,,
10067,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,3.0,19.0,2.0,distance,,,
14618,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,2.0,8.0,2.0,uniform,,,
1883,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,12.0,16.0,2.0,distance,,,
10205,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,4.0,16.0,3.0,distance,,,
10031,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,3.0,14.0,4.0,distance,,,
15898,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,10.0,8.0,2.0,uniform,,,
6974,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,14.0,12.0,4.0,uniform,,,
6867,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,13.0,19.0,2.0,distance,,,
1719,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,11.0,15.0,4.0,distance,,,
9877,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,2.0,15.0,3.0,distance,,,
2233,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,14.0,20.0,1.0,distance,,,
1723,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,11.0,16.0,2.0,distance,,,
9516,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,30.0,10.0,3.0,uniform,,,
7027,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,14.0,19.0,2.0,distance,,,
14938,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,4.0,8.0,2.0,uniform,,,
16261,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,12.0,13.0,3.0,distance,,,
6201,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,9.0,16.0,1.0,distance,,,
15098,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,5.0,8.0,2.0,uniform,,,
9565,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,30.0,16.0,3.0,distance,,,
6679,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,12.0,15.0,4.0,distance,,,
15461,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,7.0,13.0,3.0,distance,,,
7134,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,15.0,12.0,4.0,uniform,,,
3307,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,21.0,14.0,2.0,distance,,,
11673,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,13.0,20.0,1.0,distance,,,
17498,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,20.0,8.0,2.0,uniform,,,
5747,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,6.0,19.0,2.0,distance,,,
13061,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,22.0,13.0,3.0,distance,,,
11513,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,12.0,20.0,1.0,distance,,,
17557,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,20.0,15.0,3.0,distance,,,
17541,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,20.0,13.0,3.0,distance,,,
11177,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,10.0,18.0,1.0,distance,,,
7667,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,18.0,19.0,2.0,distance,,,
18197,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,24.0,15.0,3.0,distance,,,
11799,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,14.0,15.0,4.0,distance,,,
16901,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,16.0,13.0,3.0,distance,,,
11497,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,12.0,18.0,1.0,distance,,,
9071,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,27.0,14.0,4.0,distance,,,
12741,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,20.0,13.0,3.0,distance,,,
5721,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,6.0,16.0,1.0,distance,,,
3311,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,21.0,14.0,4.0,distance,,,
8876,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,26.0,10.0,3.0,uniform,,,
11993,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,15.0,20.0,1.0,distance,,,
17381,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,19.0,13.0,3.0,distance,,,
447,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,3.0,16.0,4.0,distance,,,
13871,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,27.0,14.0,4.0,distance,,,
13867,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,27.0,14.0,2.0,distance,,,
12747,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,20.0,14.0,2.0,distance,,,
11483,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,12.0,16.0,2.0,distance,,,
18138,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,24.0,8.0,2.0,uniform,,,
13861,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,27.0,13.0,3.0,distance,,,
12751,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,20.0,14.0,4.0,distance,,,
9036,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,27.0,10.0,3.0,uniform,,,
8125,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,21.0,16.0,3.0,distance,,,
13067,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,22.0,14.0,2.0,distance,,,
13071,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,22.0,14.0,4.0,distance,,,
4890,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,1.0,12.0,2.0,uniform,,,
18517,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,26.0,15.0,3.0,distance,,,
8765,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,25.0,16.0,3.0,distance,,,
8431,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,23.0,14.0,4.0,distance,,,
125,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,1.0,16.0,3.0,distance,,,
3781,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,24.0,13.0,3.0,distance,,,
16741,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,15.0,13.0,3.0,distance,,,
12587,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,19.0,14.0,2.0,distance,,,
4427,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,28.0,14.0,2.0,distance,,,
4421,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,28.0,13.0,3.0,distance,,,
8445,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,23.0,16.0,3.0,distance,,,
14031,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,28.0,14.0,4.0,distance,,,
14027,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,28.0,14.0,2.0,distance,,,
17178,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,18.0,8.0,2.0,uniform,,,
16757,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,15.0,15.0,3.0,distance,,,
14021,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,28.0,13.0,3.0,distance,,,
16858,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,16.0,8.0,2.0,uniform,,,
7614,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,18.0,12.0,4.0,uniform,,,
12591,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,19.0,14.0,4.0,distance,,,
862,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,6.0,8.0,4.0,uniform,,,
13381,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,24.0,13.0,3.0,distance,,,
9085,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,27.0,16.0,3.0,distance,,,
5221,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,3.0,13.0,3.0,distance,,,
11159,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,10.0,15.0,4.0,distance,,,
11163,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,10.0,16.0,2.0,distance,,,
5433,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,4.0,20.0,1.0,distance,,,
13387,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,24.0,14.0,2.0,distance,,,
7639,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,18.0,15.0,4.0,distance,,,
3301,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,21.0,13.0,3.0,distance,,,
13391,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,24.0,14.0,4.0,distance,,,
11977,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,15.0,18.0,1.0,distance,,,
11193,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,10.0,20.0,1.0,distance,,,
11479,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,12.0,15.0,4.0,distance,,,
11833,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,14.0,20.0,1.0,distance,,,
8925,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,26.0,16.0,3.0,distance,,,
7756,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,19.0,10.0,3.0,uniform,,,
13701,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,26.0,13.0,3.0,distance,,,
17818,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,22.0,8.0,2.0,uniform,,,
5587,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,5.0,19.0,2.0,distance,,,
12907,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,21.0,14.0,2.0,distance,,,
17018,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,17.0,8.0,2.0,uniform,,,
12911,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,21.0,14.0,4.0,distance,,,
11353,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,11.0,20.0,1.0,distance,,,
8911,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,26.0,14.0,4.0,distance,,,
605,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,4.0,16.0,3.0,distance,,,
4107,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,26.0,14.0,2.0,distance,,,
607,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,4.0,16.0,4.0,distance,,,
17077,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,17.0,15.0,3.0,distance,,,
579,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,4.0,13.0,2.0,distance,,,
5561,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,5.0,16.0,1.0,distance,,,
17061,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,17.0,13.0,3.0,distance,,,
4111,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,26.0,14.0,4.0,distance,,,
18778,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,28.0,8.0,2.0,uniform,,,
8591,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,24.0,14.0,4.0,distance,,,
3631,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,23.0,14.0,4.0,distance,,,
7791,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,19.0,14.0,4.0,distance,,,
13551,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,25.0,14.0,4.0,distance,,,
13547,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,25.0,14.0,2.0,distance,,,
3627,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,23.0,14.0,2.0,distance,,,
627,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,4.0,19.0,2.0,distance,,,
3621,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,23.0,13.0,3.0,distance,,,
13541,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,25.0,13.0,3.0,distance,,,
12901,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,21.0,13.0,3.0,distance,,,
13707,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,26.0,14.0,2.0,distance,,,
283,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,2.0,16.0,2.0,distance,,,
11337,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,11.0,18.0,1.0,distance,,,
11803,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,14.0,16.0,2.0,distance,,,
16917,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,16.0,15.0,3.0,distance,,,
11963,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,15.0,16.0,2.0,distance,,,
8111,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,21.0,14.0,4.0,distance,,,
17397,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,19.0,15.0,3.0,distance,,,
11817,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,14.0,18.0,1.0,distance,,,
591,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,4.0,14.0,4.0,distance,,,
11959,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,15.0,15.0,4.0,distance,,,
4271,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,27.0,14.0,4.0,distance,,,
3461,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,22.0,13.0,3.0,distance,,,
4267,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,27.0,14.0,2.0,distance,,,
18501,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,26.0,13.0,3.0,distance,,,
3467,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,22.0,14.0,2.0,distance,,,
3471,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,22.0,14.0,4.0,distance,,,
4261,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,27.0,13.0,3.0,distance,,,
8605,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,24.0,16.0,3.0,distance,,,
267,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,2.0,14.0,2.0,distance,,,
11319,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,11.0,15.0,4.0,distance,,,
4101,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,26.0,13.0,3.0,distance,,,
702,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,5.0,8.0,4.0,uniform,,,
19157,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,30.0,15.0,3.0,distance,,,
11323,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,11.0,16.0,2.0,distance,,,
277,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,2.0,15.0,3.0,distance,,,
5079,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,2.0,15.0,4.0,distance,,,
8076,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,21.0,10.0,3.0,uniform,,,
8556,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,24.0,10.0,3.0,uniform,,,
13711,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,26.0,14.0,4.0,distance,,,
7347,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,16.0,19.0,2.0,distance,,,
4431,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,28.0,14.0,4.0,distance,,,
4581,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,29.0,13.0,3.0,distance,,,
14351,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,30.0,14.0,4.0,distance,,,
4747,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,30.0,14.0,2.0,distance,,,
4751,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,30.0,14.0,4.0,distance,,,
6067,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,8.0,19.0,2.0,distance,,,
14458,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,1.0,8.0,2.0,uniform,,,
11639,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,13.0,15.0,4.0,distance,,,
3941,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,25.0,13.0,3.0,distance,,,
9356,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,29.0,10.0,3.0,uniform,,,
431,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,3.0,14.0,4.0,distance,,,
5273,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,3.0,20.0,1.0,distance,,,
3947,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,25.0,14.0,2.0,distance,,,
6041,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,8.0,16.0,1.0,distance,,,
3951,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,25.0,14.0,4.0,distance,,,
18458,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,26.0,8.0,2.0,uniform,,,
14347,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,30.0,14.0,2.0,distance,,,
16437,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,13.0,15.0,3.0,distance,,,
7965,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,20.0,16.0,3.0,distance,,,
17861,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,22.0,13.0,3.0,distance,,,
4591,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,29.0,14.0,4.0,distance,,,
14341,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,30.0,13.0,3.0,distance,,,
4587,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,29.0,14.0,2.0,distance,,,
17658,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,21.0,8.0,2.0,uniform,,,
7454,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,17.0,12.0,4.0,uniform,,,
7916,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,20.0,10.0,3.0,uniform,,,
2981,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,19.0,13.0,3.0,distance,,,
2987,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,19.0,14.0,2.0,distance,,,
8236,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,22.0,10.0,3.0,uniform,,,
2991,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,19.0,14.0,4.0,distance,,,
18298,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,25.0,8.0,2.0,uniform,,,
4741,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,30.0,13.0,3.0,distance,,,
2873,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,18.0,20.0,1.0,distance,,,
7479,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,17.0,15.0,4.0,distance,,,
1182,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,8.0,8.0,4.0,uniform,,,
14517,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,1.0,15.0,3.0,distance,,,
10782,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,8.0,8.0,4.0,uniform,,,
12283,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,17.0,16.0,2.0,distance,,,
12297,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,17.0,18.0,1.0,distance,,,
8285,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,ball_tree,22.0,16.0,3.0,distance,,,
445,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,3.0,16.0,3.0,distance,,,
12279,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,17.0,15.0,4.0,distance,,,
14501,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,1.0,13.0,3.0,distance,,,
12313,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,kd_tree,17.0,20.0,1.0,distance,,,
16378,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,brute,13.0,8.0,2.0,uniform,,,
467,,,,0.776592082616179,KNeighborsClassifier,0.7718120805369127,auto,3.0,19.0,2.0,distance,,,
